target_id	length	eff_length	est_counts	tpm
C05D11.13a.2	1058	775.363	163.75	6.45043
C05D11.13b.1	1059	776.363	0	0
C05D11.13b.2	885	602.363	175.947	8.92145
C05E4.7.1	439	169.52	0	0
C05E4.12.1	617	335.885	0	0
C05E11.1a.1	1285	1002.36	233.946	7.12857
C05E11.1b.1	1303	1020.36	138.054	4.13242
C05E11.2.1	499	223.334	0	0
C05E11.3a.1	1259	976.363	0	0
C05E11.3b.1	1333	1050.36	422	12.2711
C05E11.6.1	779	496.629	293	18.0197
C05E11.7.1	1762	1479.36	2	0.0412921
C05G6.1.1	1575	1292.36	54	1.27621
C06A5.1.1	6419	6136.36	1721	8.56607
C06A5.2.1	741	458.724	0	0
C06A5.3a.1	2593	2310.36	976.858	12.9141
C06A5.3b.1	2611	2328.36	752.142	9.86645
C06A5.6.1	2788	2505.36	20.8115	0.253714
C06A5.6.2	2396	2113.36	118.379	1.71085
C06A5.6.3	2785	2502.36	339.899	4.1487
C06A5.8a.1	947	664.363	26	1.19531
C06A5.8b.1	816	533.527	0	0
C06A5.8b.2	812	529.527	0	0
C06A6.2a.1	2209	1926.36	314.688	4.98947
C06A6.2b.1	2509	2226.36	336.632	4.61818
C06A6.2c.1	975	692.363	23.588	1.04057
C06A6.2d.1	966	683.363	12.3253	0.550881
C06A6.2e.1	855	572.363	47.8457	2.55319
C06A6.2f.1	846	563.363	21.9204	1.18842
C06A6.3.1	1073	790.363	541	20.9065
C06A6.4a.1	1334	1051.36	1212.05	35.211
C06A6.4b.1	1393	1110.36	463.467	12.7487
C06A6.4c	1657	1374.36	100.484	2.2331
C06A6.5.1	1393	1110.36	800	22.0058
C06A6.7.1	1165	882.363	14	0.48461
C06A8.1a.1	2299	2016.36	1725.41	26.1358
C06A8.1b.1	2443	2160.36	63.2177	0.893765
C06A8.1b.2	2581	2298.36	257.373	3.42024
C06A8.2.1	1613	1330.36	450	10.3313
C06A8.3.1	626	344.715	5232	463.575
C06A8.5.1	1599	1316.36	437	10.1395
C06A8.6.1	1215	932.363	8	0.26207
C06A8.8a.1	1515	1232.36	119.449	2.96042
C06A8.8b.1	521	243.601	74.1506	9.2971
C06A8.8c.1	798	515.527	14.7565	0.874267
C06A8.8d.1	309	73.7594	36.3432	15.0493
C06A8.8e.1	891	608.363	0	0
C06A8.8f.1	693	410.983	1.86494	0.138596
C06A8.8g.1	1116	833.363	0	0
C06A8.8h.1	1086	803.363	153.436	5.83348
C06E1.1.1	694	411.983	179.017	13.2717
C06E1.3.1	1848	1565.36	145	2.82921
C06E1.5.1	153	14.8306	4	8.23784
C06E1.6.1	150	14.56	0	0
C06E1.7.1	1330	1047.36	18	0.524912
C06E1.8.1	1546	1263.36	69	1.66814
C06E1.9.1	2067	1784.36	761.983	13.0429
C06E1.10.1	3642	3359.36	1908	17.3473
C06E1.11.1	1033	750.363	0	0
C06E1.11.2	1001	718.363	10	0.425175
C06E2.1.1	1075	792.363	168	6.47585
C06E2.2.1	277	56.8277	0	0
C06E2.5.1	639	357.4	32	2.73469
C06E4.1.1	561	281.506	0	0
C06E4.2a.1	578	297.806	12.884	1.32138
C06E4.2a.2	408	143.29	142.116	30.2928
C06E4.2b.1	279	57.7256	0	0
C06E4.3.1	995	712.363	49	2.1009
C06E4.5.1	629	347.646	0	0
C06E4.6.1	1030	747.363	45	1.83905
C06E4.7.1	868	585.363	294	15.3403
C06E4.8.1	947	664.363	17	0.781547
C06E7.1a.1	1492	1209.36	1186.43	29.9638
C06E7.1b	1343	1060.36	0	0
C06E7.1c	1584	1301.36	229.109	5.3772
C06E7.1d	1316	1033.36	38.5272	1.13874
C06E7.2a.1	1649	1366.36	683	15.2674
C06E7.2b.1	672	390.104	47.9996	3.7581
C06E7.3a.1	1516	1233.36	1330.43	32.9468
C06E7.3b	1588	1305.36	184.457	4.31593
C06E7.4a.1	1606	1323.36	238.743	5.51015
C06E7.4b.1	1085	802.363	1.2568	0.0478415
C06E8.5.1	2010	1727.36	100	1.76819
C06G1.1a.1	1978	1695.36	28.4529	0.512596
C06G1.1b.1	2002	1719.36	31.5471	0.560407
C06G1.2.1	883	600.363	25	1.27185
C06G1.4.1	2592	2309.36	8482	112.181
C06G3.3.1	294	64.9861	9	4.22993
C06G3.5a.1	1351	1068.36	3886.01	111.095
C06G3.5b.1	1239	956.363	1603.38	51.2066
C06G3.5b.2	1356	1073.36	137.611	3.91577
C06G3.6.1	1880	1597.36	727.048	13.9018
C06G3.6.2	1926	1643.36	215.952	4.01362
C06G3.7a.1	2658	2375.36	2299.65	29.5695
C06G3.7b.1	1905	1622.36	1334.35	25.1207
C06G3.8a.1	501	225.174	70	9.49494
C06G3.8b.1	255	47.3856	0	0
C06G3.9.1	2354	2071.36	1457	21.484
C06G4.1.1	2821	2538.36	299	3.59773
C06G4.4.1	494	218.765	2	0.279231
C06G4.4.2	442	172.016	0	0
C06G4.5.1	1502	1219.36	187	4.68404
C07A12.2.1	552	272.786	250.988	28.1024
C07A12.7a.1	1467	1184.36	132.018	3.40455
C07A12.7a.2	1600	1317.36	1222.46	28.3428
C07A12.7b.1	1366	1083.36	458.952	12.9391
C07A12.7c.1	2139	1856.36	28.9195	0.475817
C07A12.7c.2	1475	1192.36	36.6462	0.938712
C07D8.5.1	405	141.081	2	0.432986
C07D8.6.1	1121	838.363	1540	56.1048
C07D10.1.1	1122	839.363	51	1.8558
C07D10.2a.1	1719	1436.36	642.039	13.6524
C07D10.2b.1	1738	1455.36	819.961	17.2081
C07D10.3.1	1176	893.363	27	0.923097
C07D10.5.1	1333	1050.36	209	6.07741
C07F11.2.1	1571	1288.36	128	3.03447
C07G1.6.1	762	479.629	2	0.127361
C07G1.7.1	685	403.024	0	0
C07G3.2.1	750	467.724	60	3.91808
C07G3.8a.1	624	342.749	1.48401	0.132243
C07G3.8b.1	1204	921.363	17.516	0.580651
C07G3.9a.1	1594	1311.36	217.658	5.06948
C07G3.9a.2	1752	1469.36	158.096	3.28627
C07G3.9a.3	1693	1410.36	14.2461	0.308515
C07G3.9b.1	1386	1103.36	0	0
C07G3.10.1	785	502.629	62	3.76752
C07H6.2.1	324	82.8078	167	61.5966
C07H6.3.1	4274	3991.36	1385	10.5984
C07H6.4.1	2892	2609.36	1884	22.0525
C07H6.9a.1	505	228.78	2	0.267007
C07H6.9b.1	595	314.312	0	0
C08A9.3a.1	2155	1872.36	2	0.0326251
C08A9.3b.1	2220	1937.36	0	0
C08A9.6.1	1264	981.363	139.862	4.35294
C08A9.7.1	1339	1056.36	6	0.17348
C08A9.9.1	1182	899.363	0	0
C08C3.2a.1	1045	762.363	27.8861	1.11722
C08C3.2b.1	1164	881.363	30.1139	1.04357
C08C3.4a.1	1086	803.363	27.7769	1.05605
C08C3.4b.1	956	673.363	60.2231	2.73165
C08D8.1.1	1354	1071.36	17	0.484645
C08E3.1.1	285	60.4566	544.417	275.042
C08E3.3.1	937	654.363	2	0.0933518
C08E3.6.1	1237	954.363	16	0.512057
C08E3.7.1	1118	835.363	1	0.0365625
C08E3.8.1	1419	1136.36	0	0
C08E3.9.1	1306	1023.36	55	1.64151
C08E3.10a.1	1281	998.363	35	1.07076
C08E3.10b.1	1059	776.363	0	0
C08E3.12.1	723	440.813	1	0.0692879
C08E3.13.1	275	56.0428	710.063	386.98
C08F1.3.1	1890	1607.36	20.3536	0.386758
C08F1.4a.1	2248	1965.36	174.327	2.70916
C08F1.4a.2	2315	2032.36	179.918	2.70386
C08F1.4a.3	2364	2081.36	456.418	6.69771
C08F1.4b.1	1609	1326.36	339.04	7.80728
C08F1.5.1	2898	2615.36	1350	15.7657
C08F1.6.1	910	627.363	37	1.80133
C08F1.8.1	1022	739.363	136	5.61814
C08F1.10.1	979	696.363	83	3.64044
C08G5.2.1	1023	740.363	4	0.165016
C08G5.6.1	680	398.064	50	3.83644
C08G9.1.1	952	669.363	1080	49.2803
C08G9.2.1	6883	6600.36	49	0.226746
C09B7.2a.1	602	321.217	24.7026	2.34885
C09B7.2b.1	590	309.5	8.57127	0.845855
C09B7.2c.1	345	96.5822	0	0
C09B7.2d.1	667	385.104	186.726	14.8094
C09B8.3.1	1465	1182.36	62	1.60159
C09B8.4.1	912	629.363	28	1.35884
C09B8.5.1	1287	1004.36	56	1.70298
C09B8.8.1	705	422.942	43	3.10527
C09B9.1.1	1154	871.363	139	4.87222
C09B9.2.1	1036	753.363	0	0
C09B9.3.1	1440	1157.36	0	0
C09B9.3.2	1373	1090.36	0	0
C09B9.4.1	1189	906.363	3	0.101095
C09B9.7.1	3328	3045.36	2	0.0200587
C09D1.2.1	1150	867.363	139	4.89469
C09D4.1a.1	2377	2094.36	43.7991	0.638741
C09D4.1b.1	2030	1747.36	494.087	8.63639
C09D4.1b.2	1877	1594.36	176.707	3.38516
C09D4.1b.3	2039	1756.36	207.406	3.60677
C09D4.2.1	920	637.363	339	16.2452
C09D4.3.1	1499	1216.36	0	0
C09D4.4a.1	3215	2932.36	1003.68	10.4541
C09D4.4b.1	3165	2882.36	0	0
C09D4.4c.1	3171	2888.36	81.3232	0.859952
C09D4.6.1	432	163.419	1	0.1869
C09E7.1.1	594	313.344	2	0.194949
C09E7.4.1	1983	1700.36	372	6.6821
C09E7.7a.1	3190	2907.36	315.319	3.31255
C09E7.7a.2	3130	2847.36	592.985	6.36081
C09E7.7b.1	3164	2881.36	125.596	1.33134
C09E7.7c.1	2697	2414.36	116.223	1.47028
C09E7.8a.1	3430	3147.36	195.137	1.89367
C09E7.8b.1	2430	2147.36	29.3018	0.416774
C09E8.1a.1	2505	2222.36	1491.94	20.5044
C09E8.1b	2897	2614.36	9.05997	0.105845
C09E8.2a.1	1100	817.363	0	0
C09E8.2a.2	998	715.363	12	0.512349
C09E8.2b.1	1774	1491.36	0	0
C09E8.3.1	2339	2056.36	73	1.08426
C09F5.1a.1	1949	1666.36	1083.84	19.8658
C09F5.1b.1	1346	1063.36	16.1613	0.464201
C09F5.2a.1	1507	1224.36	111.739	2.78745
C09F5.2a.2	1297	1014.36	15.7514	0.474283
C09F5.2b.1	1003	720.363	190.509	8.07749
C09F5.3.1	1306	1023.36	52	1.55198
C09G4.2a.1	2263	1980.36	927.159	14.2995
C09G4.2b.1	1035	752.363	236.889	9.61677
C09G4.2c.1	2302	2019.36	1848.95	27.9655
C09G12.1.1	743	460.724	66	4.37537
C09G12.2.1	977	694.363	0	0
C09G12.3.1	984	701.363	0	0
C09G12.5.1	375	117.709	0	0
C09G12.6.1	894	611.363	0	0
C09G12.9.1	2135	1852.36	1615	26.6292
C09H5.2a.1	3367	3084.36	2718	26.9151
C09H5.2b	3245	2962.36	1.12901e-07	1.16405e-09
C09H5.7.1	1047	764.363	0	0
C10A4.1.1	2104	1821.36	0	0
C10A4.2.1	816	533.527	4	0.228989
C10A4.3.1	2494	2211.36	22	0.30386
C10A4.4.1	882	599.363	0	0
C10A4.4.2	792	509.579	10	0.599378
C10A4.5.1	1429	1146.36	34.5863	0.921497
C10A4.5.2	1674	1391.36	2.41368	0.0529847
C10A4.6.1	736	453.724	0	0
C10A4.7.1	718	435.813	0	0
C10B5.1.1	997	714.363	0.00408958	0.000174852
C10B5.1.2	992	709.363	21.9959	0.947076
C10B5.3.1	842	559.363	158.764	8.66901
C10B5.3.2	774	491.629	193.236	12.005
C10E2.1.1	2637	2354.36	14	0.181621
C10E2.2.1	1591	1308.36	161.39	3.76756
C10E2.2.2	3033	2750.36	28.6099	0.317715
C10E2.5.1	1566	1283.36	88.6975	2.11093
C10E2.5.2	1230	947.363	52.3025	1.68623
C10E2.6.1	2332	2049.36	3663	54.5921
C10F3.1.1	2446	2163.36	112	1.58125
C10F3.4a.1	1471	1188.36	2.5011	0.0642825
C10F3.4a.2	1590	1307.36	332.184	7.76059
C10F3.4b.1	1449	1166.36	347.314	9.09496
C10F3.7.1	677	395.104	21	1.62338
C10G6.1a.1	2093	1810.36	1507.89	25.44
C10G6.1b.1	2079	1796.36	632.106	10.7475
C10G8.2.1	627	345.646	0	0
C10G8.3.1	774	491.629	0	0
C10G8.4.1	366	110.867	19	5.23435
C10G8.8a.1	1336	1053.36	2139.64	62.0405
C10G8.8b.1	888	605.363	84.356	4.2561
C10G11.1a.1	569	289.248	0	0
C10G11.1a.2	580	299.746	0	0
C10G11.1b.1	784	501.629	0	0
C10G11.6a.1	1187	904.363	0	0
C10G11.6b.1	1314	1031.36	274	8.11429
C10G11.7a.1	1633	1350.36	7.04928	0.159443
C10G11.7a.2	2792	2509.36	158.777	1.93257
C10G11.7a.3	1613	1330.36	0	0
C10G11.7b	1635	1352.36	7886.17	178.108
C10G11.8.1	1551	1268.36	0	0
C10G11.8.2	1363	1080.36	1	0.028271
C10G11.9.1	709	426.899	0	0
C10G11.10.1	829	546.473	0	0
C10H11.1.1	3029	2746.36	15.7898	0.175603
C10H11.1.2	2962	2679.36	319.865	3.64625
C10H11.1.3	2890	2607.36	267.345	3.13172
C10H11.3.1	1660	1377.36	318	7.05164
C10H11.4.1	1734	1451.36	225	4.73498
C10H11.5.1	1589	1306.36	5	0.116901
C10H11.6a.1	1931	1648.36	290.088	5.37512
C10H11.6b.1	1587	1304.36	102.912	2.4098
C10H11.7.1	622	340.818	2	0.179234
C10H11.8a.1	1654	1371.36	0	0
C10H11.8b.1	1599	1316.36	376	8.72416
C10H11.10.1	1402	1119.36	37	1.00958
C11D2.2.1	1292	1009.36	34	1.02883
C11D2.3.1	1365	1082.36	145.468	4.10494
C11D2.4.1	1288	1005.36	360	10.9368
C11D2.7.1	726	443.769	322.532	22.1987
C11D9.1.1	2937	2654.36	538	6.19061
C12D5.2a.1	1377	1094.36	56.5891	1.57937
C12D5.2b	1229	946.363	3.4109	0.110084
C12D5.2c	1064	781.363	0	0
C12D5.3.1	704	421.942	203	14.6945
C12D5.4.1	645	363.327	5	0.420323
C12D5.5.1	660	378.143	13	1.05002
C12D5.7.1	1591	1308.36	257	5.99952
C12D5.9.1	1216	933.363	88	2.87968
C12D5.10.1	1112	829.363	13	0.478752
C12D5.11.1	1142	859.363	2	0.0710829
C12D12.1a.1	2558	2275.36	1983.4	26.6238
C12D12.1b.1	2109	1826.36	2780.05	46.4919
C12D12.1c.1	2717	2434.36	675.549	8.47585
C12D12.3.1	1006	723.363	35	1.47783
C12D12.5a.1	1090	807.363	0	0
C12D12.5a.2	1022	739.363	211	8.71638
C12D12.5b.1	783	500.629	0	0
C13A2.1.1	2193	1910.36	2.77248	0.0443265
C13A2.1.2	2306	2023.36	25.2275	0.380814
C13A2.3.1	1330	1047.36	2	0.0583236
C13A2.4.1	962	679.363	0	0
C13A2.5.1	1683	1400.36	6	0.130865
C13A2.6.1	1676	1393.36	0	0
C13A2.7a.1	1431	1148.36	0	0
C13A2.7b.1	1299	1016.36	0	0
C13A2.9.1	1000	717.363	0	0
C13A2.10.1	1016	733.363	0	0
C13A10.1a.1	1652	1369.36	202.395	4.51433
C13A10.1a.2	1570	1287.36	61.3956	1.45663
C13A10.1b.1	1452	1169.36	33.2092	0.867403
C13A10.2.1	513	236.211	350	45.2564
C13B7.1.1	1041	758.363	0	0
C13B7.6.1	582	301.716	196.5	19.8919
C13B9.2.1	1645	1362.36	31.1656	0.698705
C13B9.2.2	1580	1297.36	5.50817	0.129675
C13B9.2.3	1949	1666.36	79.9246	1.46495
C13B9.3.1	1808	1525.36	2083.93	41.7275
C13B9.4a.1	2318	2035.36	0.00669831	0.000100516
C13B9.4a.2	2961	2678.36	0	0
C13B9.4a.3	2263	1980.36	959.774	14.8025
C13B9.4b.1	2242	1959.36	221.657	3.45524
C13B9.4b.2	2188	1905.36	1.12983e-08	1.81112e-10
C13B9.4b.3	2931	2648.36	0	0
C13B9.4c.1	2307	2024.36	371.13	5.59951
C13B9.4c.2	2996	2713.36	0	0
C13B9.4c.3	2292	2009.36	0.00148168	2.25221e-05
C13B9.4d.1	2318	2035.36	0	0
C13B9.4d.2	2251	1968.36	63.2322	0.98117
C13B9.4d.3	1776	1493.36	316.246	6.46801
C13B9.4e.1	2221	1938.36	335.953	5.29365
C13D9.4.1	993	710.363	7	0.300974
C13D9.5.1	876	593.363	0	0
C13D9.6.1	876	593.363	0	0
C13D9.9.1	1628	1345.36	181	4.10914
C13E3.1a.1	3157	2874.36	553.416	5.8806
C13E3.1b.1	2640	2357.36	46.5838	0.603559
C13F10.1a.1	710	427.899	127.02	9.06653
C13F10.1b.1	324	82.8078	7.98034	2.94348
C13F10.2.1	532	253.841	70	8.42262
C13F10.4.1	6572	6289.36	3333	16.186
C13F10.5.1	697	414.983	193	14.2049
C13F10.6.1	1572	1289.36	257	6.08793
C13F10.7.1	951	668.363	311	14.2121
C13G5.2.1	1174	891.363	119	4.07759
C14A11.2.1	1137	854.363	672	24.0236
C14A11.5.1	1629	1346.36	120	2.72227
C14A11.6a.1	1565	1282.36	21.8139	0.519557
C14A11.6b.1	1521	1238.36	89.1861	2.19969
C14B9.2.1	2112	1829.36	2290	38.2338
C14B9.3.1	1104	821.363	103	3.83013
C14B9.8a.1	3987	3704.36	1872.39	15.4381
C14B9.8b.1	3699	3416.36	14.6075	0.130594
C14B9.10.1	361	107.389	827	235.212
C14B9.10.2	349	99.2071	0	0
C14C6.2a.1	761	478.677	1211	77.2704
C14C6.2b.1	228	36.6696	0	0
C14C6.3.1	1044	761.363	0	0
C14C6.4.1	1138	855.363	2	0.0714153
C14C6.5a.1	566	286.335	1990	212.271
C14C6.5b.1	312	75.6305	0	0
C14C6.6.1	1619	1336.36	0	0
C14C6.8.1	1497	1214.36	0	0
C14C6.13.1	903	620.363	0	0
C14C11.1.1	1117	834.363	2	0.0732127
C14C11.2.1	1953	1670.36	73.6302	1.34635
C14C11.3.1	1946	1663.36	1752	32.1706
C14C11.4.1	1682	1399.36	306	6.67886
C14C11.7.1	453	181.717	63	10.589
C14E2.1.1	402	138.726	7	1.54117
C14E2.3.1	618	336.852	3	0.272016
C14E2.4.1	1148	865.363	0	0
C14E2.5.1	826	543.527	5	0.28097
C14E2.6.1	984	701.363	4	0.174192
C14F5.1a.1	1168	885.363	1367.5	47.1756
C14F5.1b.1	1200	917.363	1934.5	64.4079
C14F5.4.1	1146	863.363	225	7.95977
C14F11.1.1	1459	1176.36	5068	131.585
C14F11.2.1	2024	1741.36	197.965	3.47225
C14F11.2.2	2217	1934.36	902.035	14.2428
C14F11.4a.1	1452	1169.36	22	0.574625
C14F11.4b.1	1143	860.363	0	0
C14F11.6.1	688	406.024	103	7.74813
C14F11.7.1	356	103.918	4	1.17565
C15B12.1.1	1252	969.363	283	8.91685
C15B12.2.1	1255	972.363	20	0.628222
C15B12.3.1	279	57.7256	27	14.2859
C15B12.4.1	1786	1503.36	528	10.7271
C15B12.6a.1	1358	1075.36	452	12.8379
C15B12.6b.1	1329	1046.36	0	0
C15B12.8.1	1290	1007.36	47	1.42503
C15C7.1.1	670	388.104	95	7.4763
C15C7.4.1	1014	731.363	1954.74	81.6333
C15C7.4.2	639	357.4	18.2604	1.56051
C15C7.5.1	744	461.724	329.079	21.7685
C15C7.5.2	713	430.856	1279.92	90.7324
C15C7.6.1	1436	1153.36	6	0.15889
C15C7.7.1	1284	1001.36	453	13.8171
C15F1.1a.1	831	548.363	237.94	13.2529
C15F1.1b.1	879	596.363	12.0599	0.617652
C15F1.2.1	2636	2353.36	13	0.16872
C15F1.5a.1	1258	975.363	7	0.219201
C15F1.5b.1	936	653.363	0	0
C15F1.8.1	1176	893.363	0	0
C15F1.8.2	1307	1024.36	19	0.566515
C15F1.8.3	1388	1105.36	0	0
C15H9.2.1	1149	866.363	45	1.58644
C15H9.3.1	1068	785.363	28	1.08893
C15H9.4.1	2211	1928.36	647.052	10.2485
C15H9.4.2	2200	1917.36	534.948	8.52156
C15H9.5.1	2394	2111.36	642	9.28718
C15H9.7.1	1517	1234.36	873	21.6014
C15H9.9.1	510	233.473	2490	325.742
C15H9.11.1	417	150.757	1658	335.906
C16A3.1a.1	2236	1953.36	195.614	3.05864
C16A3.1b.1	2234	1951.36	0	0
C16A3.1c.1	2242	1959.36	134.386	2.09484
C16A3.2.1	858	575.363	88	4.67146
C16A3.4.1	1235	952.363	6053	194.124
C16A3.5.1	635	353.435	2966	256.315
C16A3.6.1	1120	837.363	9542.33	348.058
C16A3.6.2	1314	1031.36	414.672	12.2802
C16A3.8.1	4450	4167.36	2241	16.4245
C16A3.10.1	1417	1134.36	0	0
C16A3.10.2	1456	1173.36	2389	62.1864
C16A11.2a.1	1858	1575.36	494	9.57763
C16A11.2b.1	1296	1013.36	0	0
C16A11.3a.1	1017	734.363	28.8768	1.20102
C16A11.3b	1037	754.363	38.1232	1.54355
C16A11.4a.1	1730	1447.36	295.215	6.22977
C16A11.4b.1	1679	1396.36	98.7854	2.16076
C16A11.5a.1	1990	1707.36	0	0
C16A11.5a.2	2066	1783.36	0	0
C16A11.5a.3	1945	1662.36	0	0
C16A11.5b.1	2272	1989.36	0	0
C16A11.5b.10	2336	2053.36	0	0
C16A11.5b.11	1576	1293.36	20.2689	0.478653
C16A11.5b.2	2223	1940.36	29.1098	0.458214
C16A11.5b.3	2589	2306.36	0	0
C16A11.5b.4	2582	2299.36	0	0
C16A11.5b.5	2521	2238.36	9.6213	0.131285
C16A11.5b.6	2230	1947.36	0	0
C16A11.5b.7	2263	1980.36	0	0
C16A11.5b.8	2252	1969.36	3.84157e-07	5.95792e-09
C16A11.5b.9	2347	2064.36	0	0
C16A11.5c.1	609	328.119	0	0
C16A11.5d.1	639	357.4	0	0
C16A11.5e.1	1860	1577.36	0	0
C16A11.6.1	985	702.363	41	1.78293
C16A11.7.1	774	491.629	4	0.248504
C16A11.8.1	699	416.942	5	0.366274
C16B8.2.1	2649	2366.36	84	1.0842
C16B8.3.1	495	219.72	3662	509.05
C16B8.4.1	1670	1387.36	317	6.9788
C16C4.1.1	180	20.7656	0	0
C16C4.3.1	828	545.527	0	0
C16C4.4a.1	952	669.363	0	0
C16C4.4b.1	1072	789.363	17	0.657785
C16C4.5.1	1013	730.363	1	0.0418189
C16C4.6.1	1101	818.363	0	0
C16C4.8.1	875	592.363	0	0
C16C4.10.1	849	566.363	0	0
C16C4.11.1	837	554.363	0	0
C16C4.12.1	825	542.527	0	0
C16C4.13.1	1251	968.363	0	0
C16C4.14.1	774	491.629	1	0.0621261
C16C4.15.1	1139	856.363	3	0.106998
C16C8.2.1	2536	2253.36	28	0.379523
C16C8.4.1	791	508.579	29	1.74161
C16C8.5.1	623	341.783	29	2.59154
C16C8.7.1	464	191.434	0	0
C16C8.8.1	466	193.215	0	0
C16C8.9.1	520	242.65	0	0
C16C8.10.1	506	229.733	0	0
C16C8.11.1	879	596.363	18	0.921878
C16C8.12.1	787	504.629	20	1.21051
C16C8.13.1	1000	717.363	3.90671	0.166335
C16C8.13.2	989	706.363	4.0927	0.176967
C16C8.13.3	908	625.363	2.92184e-08	1.42704e-09
C16C8.13.4	914	631.363	0.000589816	2.85331e-05
C16C8.13.5	955	672.363	0	0
C16C8.14.1	784	501.629	16	0.974202
C16C8.14.2	833	550.363	0	0
C16C8.16.1	893	610.363	74	3.70301
C16C8.17.1	660	378.143	0	0
C16C8.18.1	876	593.363	4	0.205897
C16C8.19.1	522	244.526	0	0
C16D9.1.1	1367	1084.36	1405	39.5743
C16D9.3.1	992	709.363	9	0.387512
C16D9.4.1	1270	987.363	137	4.23794
C16D9.5.1	1310	1027.36	4	0.118918
C16D9.5.2	1429	1146.36	0	0
C16D9.6.1	1233	950.363	275	8.83801
C16D9.8.1	516	239.041	3	0.383319
C16D9.9.1	447	176.391	79	13.6792
C16E9.1.1	2007	1724.36	738	13.0719
C16E9.2a.1	1709	1426.36	233.654	5.00328
C16E9.2b.1	1957	1674.36	9.65118	0.176053
C16E9.2b.2	1640	1357.36	119.043	2.67867
C16E9.2b.3	1759	1476.36	61.6516	1.27545
C16E9.2b.4	577	296.896	0	0
C16H3.1a.1	818	535.527	36.9356	2.10657
C16H3.1b.1	1226	943.363	17.0644	0.552489
C16H3.3a.1	2746	2463.36	2554	31.6668
C16H3.3b.1	2402	2119.36	4.46713e-06	6.43776e-08
C17A2.1.1	1032	749.363	0	0
C17A2.2.1	1379	1096.36	0	0
C17A2.3.1	1047	764.363	0	0
C17A2.4.1	1047	764.363	0	0
C17A2.5.1	2058	1775.36	0	0
C17A2.7.1	876	593.363	0	0
C17B7.3a	837	554.363	0	0
C17B7.3b.1	138	14.9059	0	0
C17B7.3c.1	597	316.281	0	0
C17B7.4.1	685	403.024	44	3.33452
C17B7.5.1	2775	2492.36	0	0
C17B7.8a.1	1299	1016.36	0	0
C17B7.8b.1	1569	1286.36	11	0.26118
C17B7.9.1	638	356.4	0	0
C17B7.10a.1	1485	1202.36	29.5317	0.750179
C17B7.10b.1	1200	917.363	2.46827	0.0821795
C17B7.11.1	1083	800.363	89	3.39637
C17B7.12.1	719	436.813	5	0.349612
C17C3.1a.1	1433	1150.36	14.1062	0.374531
C17C3.1b.1	1461	1178.36	99.4034	2.57652
C17C3.1c.1	183	21.7489	0	0
C17C3.1d.1	641	359.364	5.21037	0.442839
C17C3.1e.1	1178	895.363	27.4904	0.937763
C17C3.2.1	540	261.321	0.5	0.0584395
C17C3.3.1	1188	905.363	55	1.85546
C17C3.5.1	468	194.994	1	0.156636
C17C3.6.1	441	171.215	8	1.42712
C17C3.9.1	547	267.84	0	0
C17C3.11.1	1001	718.363	0	0
C17C3.12a.1	1500	1217.36	0	0
C17C3.12a.2	1818	1535.36	1.71709	0.0341582
C17C3.12a.3	1856	1573.36	0	0
C17C3.12a.4	1427	1144.36	0	0
C17C3.12b.1	1322	1039.36	0	0
C17C3.12b.2	1173	890.363	0	0
C17C3.12b.3	1230	947.363	9.28291	0.299281
C17C3.12b.4	1547	1264.36	0	0
C17C3.12c.1	1415	1132.36	0	0
C17C3.12d.1	1504	1221.36	0	0
C17C3.12d.2	933	650.363	0	0
C17C3.12d.3	1455	1172.36	0	0
C17C3.12d.4	1292	1009.36	0	0
C17C3.12e.1	1356	1073.36	0	0
C17C3.13.1	540	261.321	0.5	0.0584395
C17C3.15.1	1102	819.363	29.0198	1.08176
C17C3.15.2	1352	1069.36	5.76983	0.164797
C17E7.1.1	1285	1002.36	191	5.81996
C17E7.3a.1	978	695.363	0	0
C17E7.3b.1	831	548.363	1	0.0556985
C17E7.4.1	1179	896.363	2	0.0681487
C17E7.5.1	1101	818.363	576	21.4975
C17E7.6.1	1234	951.363	0	0
C17E7.6.2	1303	1020.36	329	9.84811
C17E7.7a.1	1156	873.363	62.3831	2.18164
C17E7.7b.1	960	677.363	8.61691	0.388545
C17E7.9a.1	1080	797.363	0	0
C17E7.9b.1	921	638.363	4	0.191383
C17E7.10.1	1053	770.363	5	0.198238
C17E7.12.1	388	127.874	6	1.43312
C17E7.13.1	1077	794.363	14	0.538295
C17F3.1.1	355	103.194	5	1.47989
C17F3.3.1	1044	761.363	0	0
C17F4.1.1	693	410.983	0	0
C17F4.2.1	420	153.463	7	1.39317
C17F4.3.1	888	605.363	1	0.050454
C17F4.5.1	1109	826.363	15	0.554411
C17F4.7.1	673	391.104	9375	732.134
C17F4.8.1	696	413.983	10	0.737783
C17G10.1.1	1597	1314.36	493.511	11.4681
C17G10.1.2	1586	1303.36	107.489	2.5189
C17G10.2.1	1400	1117.36	678	18.5331
C17G10.6a.1	2074	1791.36	167.39	2.85402
C17G10.6b.1	1464	1181.36	84.6103	2.18752
C17G10.7.1	888	605.363	525	26.4884
C17G10.9a.1	1955	1672.36	1924.11	35.1408
C17G10.9b.1	1610	1327.36	1156.27	26.6061
C17G10.9c.1	1479	1196.36	0	0
C17G10.9d.1	1751	1468.36	0	0
C17G10.9e.1	1617	1334.36	0	0
C17H11.1.1	1574	1291.36	263	6.22041
